line,isMetaphor
கண்ணிரண்டில் காட்சி கோடி இன்னும் வைத்து,0
நிழல் உருவில் இணைந்திருக்க,0
பூத்தால் மலரும் உதிரும்,0
நெஞ்சில் பூத்தால் உதிரவில்லை,0
நிலவும் தேய்ந்து வளரும்,0
காடுதன்னில் பாவி உயிர் வேகும் வரை,0
பாவை உன்னை நினைத்திடுவேன்,0
பாடையிலே போகையிலும்,0
அமைதிக்கு பெயர்தான் சாந்தி,0
அந்த அலையினில் ஏதடி சாந்தி,1
உன் பிரிவினில் ஏதடி சாந்தி,0
உன் உறவினில்தானடி சாந்தி,0
நீ கொண்ட பெயரை நான் உரைத்து கண்டேன் சாந்தி,0
நீ காட்டும் அன்பில் நான் கண்டு கொண்டேன் சாந்தி,0
நீ பெற்ற துயரை நான் கேட்டு துடித்தேன் சாந்தி,1
நீ பிரிந்த பின்னே நான் இழந்து நின்றேன் சாந்தி,1
எல்லோரும் வாழ்வில் தேடிடும் பாக்கியம் சாந்தி,1
என் உயிரோடு கலந்து எழுதிடும் வாக்கியம் சாந்தி,1
எது வந்த போதும் மறவாத செல்வம் சாந்தி,1
எனை இன்று வாட்டும் தனிமையில் இல்லயே சாந்தி,1
உன்னோடு வாழ்ந்த சில காலம் போதும் சாந்தி,1
மண்ணோடு மறையும் நாள் வரை நிலைக்கும் சாந்தி,1
கண்ணோடு வழியும் நீர் என்று மாறும் சாந்தி,1
பாட வந்ததோ கானம்,0
அன்பே அன்பே எந்நாளும்,0
நான் உந்தன் தோழி,0
பண்பாடி கண்மூடி,0
இதயம் உறங்காது,1
உன்னோடுதான் திருமணம்,0
முதன் முதலில் தொடும் வரை,0
தினம் நான் ஏங்க,0
மனம் சேர்ந்ததே ஒரு சாதனை,0
எது வரையில் சுகம் என,0
அதை நான் காண்பேன்,0
ஏங்கிடும் போது எண்ணம் தாங்காது,0
எங்கு போனாலும் ஒன்னத் தேடி,0
தோற்றம் முன்னால தோணும்,0
கன்னிப் பூவோட நல்ல வாசம்,1
காள நெஞ்சத்த மாத்தும்,0
சின்னக் காலோட வந்த தாளம்,0
உன் கண்ணாலே நீ பாத்தாலே,0
நான் ஏதேதோ மாறிப் போவேன்,0
